,tkw,testw,length,width,Hard,Prot
27,2.174091559,0.888215473,1.210631243,1.92395208,-2.038169289,-0.51827201
28,-0.733692342,0.548222182,-1.082523752,-0.79206484,0.29561234,-2.459538793
29,-1.456792042,0.718218828,-1.778199987,-0.740819238,0.684575944,-0.33338946
30,-1.333711242,-1.28774159,-0.232252799,-0.433345624,1.462503154,1.145670946
31,0.220183859,-0.50575702,0.875676019,0.130356001,-0.287833068,1.053229671
32,-0.379835041,-1.559736222,0.566486581,-0.945801647,1.462503154,1.422994772
33,-1.118319842,-1.423738906,-0.541442237,0.437829614,-0.093351265,1.422994772
34,-0.533686042,1.126210777,-0.644505383,0.079110399,0.879057747,0.591023294
35,-0.441375442,-0.1317644,-0.927929034,0.027864796,-0.48231487,0.221258193
36,0.066332859,0.956214131,0.308828717,-0.689573636,0.879057747,-0.610713286
37,1.158674959,-0.437758362,1.056036524,0.899040035,1.268021352,-0.980478387
38,-0.087518141,-1.321740919,0.154233998,1.155268046,-0.287833068,-0.703154561
39,1.281755759,-0.709752995,0.7210813,2.180180092,0.684575944,0.591023294
40,0.881743159,0.174229562,-0.206487013,1.872706478,0.684575944,-0.888037112
41,1.081749459,0.514222853,1.803244331,-0.382100022,-0.093351265,0.221258193
42,0.574041159,-0.913748969,0.952973378,-0.023380806,0.101130537,-0.703154561
43,0.666351759,0.072231575,0.128468211,1.667724069,-0.093351265,-1.904891141
44,1.389451459,-0.165763729,1.545586467,0.079110399,-0.676796672,-1.997332416
45,-0.549071142,0.582221511,-0.799100101,0.079110399,-0.287833068,1.607877323
46,1.143289859,-1.219742931,1.004504951,1.257759251,1.268021352,-1.535126039
47,1.512532259,0.378225537,0.746847086,0.950285637,0.29561234,0.591023294
48,-0.502915842,-1.525736893,0.102702425,0.540320819,0.29561234,-1.535126039
49,0.235568959,-1.28774159,1.313694389,-0.177117613,0.684575944,0.86834712
50,1.789464059,-0.539756349,0.978739165,1.92395208,0.879057747,-1.997332416
51,1.712538559,-0.709752995,0.7210813,2.026443285,-0.48231487,0.406140743
52,-0.487530742,0.072231575,-0.464144877,0.386584012,-0.093351265,-0.795595836
53,0.958668659,0.24222822,0.437657649,1.821460876,-0.676796672,-1.812449865
54,1.050979259,-1.015746957,1.468289107,0.79654883,0.490094142,-0.51827201
55,1.127904759,-0.981747628,1.339460175,0.745303228,0.101130537,-0.51827201
56,0.774047459,0.106230904,0.566486581,0.642812024,1.073539549,-0.51827201
57,-0.379835041,0.310226878,-0.824865888,-0.33085442,-0.48231487,-0.33338946
58,-0.672151942,-0.403759033,-0.103423867,-0.074626408,0.879057747,0.406140743
59,-0.349064841,-1.967728172,1.365225962,-0.587082431,-0.871278475,0.128816917
60,1.635613059,-0.301761045,0.463423435,1.872706478,1.073539549,-0.33338946
61,1.820234259,-0.097765071,1.442523321,1.309004853,-0.48231487,-1.627567315
62,1.927929959,-0.199763058,1.777478545,1.46274166,0.101130537,-1.627567315
63,0.035562659,-1.695733539,1.15909967,-0.689573636,0.879057747,-0.148506909
64,0.020177559,-0.437758362,0.102702425,-0.638328033,-0.287833068,-0.795595836
65,0.712507059,0.786217486,0.566486581,-0.279608817,0.490094142,-1.627567315
66,-0.595226442,-0.913748969,0.231531357,-0.33085442,0.101130537,0.406140743
67,0.050947759,0.718218828,-0.283784372,-0.33085442,0.29561234,0.498582019
68,-0.502915842,-0.607755007,0.308828717,-1.304520863,-0.871278475,-0.795595836
69,0.512500759,0.412224866,0.952973378,0.591566421,-0.093351265,-0.148506909
70,0.004792459,0.378225537,1.056036524,-1.048292852,1.073539549,0.036375642
71,0.020177559,-1.899729514,1.056036524,-0.228363215,0.29561234,1.330553497
72,0.343264659,-0.233762387,0.540720795,0.079110399,-0.093351265,0.498582019
73,2.52794886,0.310226878,1.803244331,1.872706478,-0.287833068,1.977642424
74,-0.395220141,-0.199763058,0.7210813,-0.843310442,1.073539549,-0.056065634
75,0.143258359,0.888215473,-0.541442237,0.642812024,1.656984957,-0.980478387
76,1.758693859,-0.063765742,1.803244331,0.79654883,-0.48231487,-1.997332416
77,-0.656766842,1.330206752,-1.649371055,0.181601603,-0.093351265,-1.904891141
78,-0.287524441,-0.471757691,1.004504951,-1.202029658,0.101130537,-0.610713286
79,0.420190159,0.378225537,0.128468211,0.694057626,-0.48231487,-1.442684764
80,1.820234259,-0.471757691,0.154233998,3.102600933,-0.093351265,-1.165360938
81,-0.318294641,-1.627734881,1.545586467,-0.689573636,0.29561234,0.683464569
82,-1.241400642,0.378225537,-0.15495544,-1.099538454,1.073539549,1.700318598
83,-0.795232742,-0.573755678,0.360360289,-0.945801647,1.462503154,1.700318598
84,0.143258359,1.058212119,-0.361081731,0.489075217,0.684575944,0.683464569
85,0.943283559,-0.199763058,1.030270738,1.052776842,0.29561234,0.498582019
86,1.081749459,-0.233762387,0.643783941,0.181601603,-0.093351265,-3.568834097
87,-0.287524441,0.378225537,-0.541442237,0.591566421,-0.48231487,-0.980478387
88,1.943315059,-0.097765071,0.978739165,1.975197683,0.101130537,-0.980478387
89,0.758662359,-0.233762387,1.983604837,0.232847205,-0.093351265,-0.240948184
90,-0.010592641,0.208228891,0.437657649,0.232847205,0.684575944,0.036375642
91,-0.318294641,0.106230904,-0.309550159,0.33533841,-0.48231487,-0.888037112
92,1.450991859,0.888215473,0.540720795,1.821460876,-0.676796672,-1.257802213
93,-0.318294641,0.174229562,-0.51567645,0.79654883,-0.093351265,-0.888037112
94,2.420253159,0.65022017,1.416757534,1.206513649,0.879057747,-0.888037112
95,0.004792459,0.24222822,-0.07765808,-0.023380806,0.684575944,-0.240948184
96,-0.610611542,-2.273722134,0.205765571,0.232847205,-0.287833068,0.775905845
97,-0.995239042,1.636200714,-2.62847094,0.591566421,0.879057747,-0.980478387
98,1.327911059,0.24222822,-0.15495544,2.59014491,-0.676796672,-0.980478387
99,0.681736859,-0.641754337,0.927207592,1.309004853,-0.676796672,-0.425830735
100,-0.764462542,-1.66173421,0.566486581,-2.380678511,0.879057747,-0.703154561
101,0.281724259,-0.097765071,1.468289107,-0.228363215,0.101130537,-1.072919662
102,1.174060059,0.106230904,1.59711804,0.694057626,0.101130537,-0.33338946
103,-1.287555942,1.670200043,-2.834597232,0.079110399,0.29561234,-0.795595836
104,-0.733692342,-0.913748969,-0.129189653,0.027864796,0.29561234,-0.980478387
105,-1.426021842,1.636200714,-2.680002513,0.181601603,-0.48231487,-0.980478387
106,-0.841388042,0.718218828,-1.340181617,0.079110399,0.879057747,-0.425830735
107,-0.795232742,1.534202726,-2.035857852,0.591566421,-0.48231487,-1.350243489
108,0.112488159,-0.607755007,-0.180721226,0.950285637,0.490094142,-0.148506909
109,-1.887574842,0.956214131,-2.937660378,-0.484591227,-0.093351265,0.036375642
110,2.55871906,0.446224195,2.498920566,1.718969671,0.29561234,-0.795595836
111,-0.902928442,-0.777751653,0.566486581,-1.099538454,0.879057747,1.238112222
112,0.989438859,-1.083745615,0.334594503,1.052776842,-0.287833068,0.313699468
113,-0.779847642,-1.151744273,-0.258018586,0.079110399,1.268021352,0.86834712
114,0.281724259,-1.117744944,0.025405065,0.79654883,-0.48231487,-0.888037112
115,0.866358059,0.922214802,0.824144446,0.489075217,-0.093351265,-0.425830735
116,-1.241400642,1.432204739,-2.216218357,-0.228363215,-0.093351265,0.313699468
117,-2.026040742,0.276227549,-2.62847094,-0.125872011,1.656984957,-0.51827201
118,-0.702922142,0.310226878,-0.721802742,-0.740819238,0.684575944,0.036375642
119,0.958668659,0.446224195,1.468289107,0.489075217,-0.287833068,0.128816917
120,-0.502915842,-0.097765071,0.618018154,-1.253275261,1.462503154,-0.425830735
121,-0.118288341,0.24222822,-0.799100101,1.155268046,-0.676796672,1.145670946
122,-0.533686042,-1.865730184,0.618018154,-0.33085442,1.073539549,0.775905845
123,0.604811359,1.330206752,0.360360289,0.027864796,1.268021352,-0.33338946
124,-1.133704942,-0.063765742,-0.361081731,-1.253275261,0.29561234,-0.33338946
125,0.389419959,0.956214131,-0.000360721,0.489075217,0.490094142,-0.056065634
126,-0.302909541,0.208228891,-0.180721226,0.33533841,0.101130537,-0.888037112
127,-1.364481442,-0.267761716,0.025405065,-1.45825767,-0.093351265,0.498582019
128,2.266402159,0.276227549,0.437657649,3.205092137,-0.48231487,-0.703154561
129,-0.733692342,0.514222853,-0.15495544,-0.843310442,0.29561234,0.498582019
130,0.835587859,0.276227549,0.437657649,1.360250455,1.073539549,-0.33338946
131,-1.318326142,-0.675753666,-0.15495544,-0.125872011,1.268021352,-0.980478387
132,-0.041362841,1.02421279,-0.489910664,0.591566421,0.879057747,-1.257802213
133,-1.533717542,-0.845750311,-0.335315945,-1.048292852,1.851466759,0.498582019
134,-1.918345042,-1.831730855,-0.464144877,-0.945801647,2.240430364,-0.33338946
135,0.066332859,0.310226878,0.28306293,0.489075217,0.101130537,-1.165360938
136,-1.610643042,-1.28774159,0.334594503,-1.355766465,1.656984957,-0.33338946
137,1.158674959,-0.437758362,1.725946972,0.540320819,0.879057747,0.591023294
138,0.404805059,-1.083745615,1.313694389,0.284092808,-0.48231487,0.683464569
139,-0.287524441,0.514222853,0.28306293,-0.535836829,0.490094142,0.683464569
140,-0.441375442,0.65022017,-0.051892294,-0.843310442,-0.287833068,0.128816917
141,-0.595226442,0.548222182,-0.000360721,-0.79206484,0.29561234,0.591023294
142,1.020209059,0.004232916,0.849910232,0.694057626,-0.093351265,-0.888037112
143,1.004823959,0.854216144,0.257297144,1.206513649,-0.676796672,0.406140743
144,0.204798759,0.378225537,-0.232252799,0.899040035,-0.093351265,-0.33338946
145,0.512500759,-0.301761045,0.927207592,0.642812024,0.879057747,-0.425830735
146,-0.395220141,-1.865730184,1.622883826,-0.79206484,-0.871278475,0.498582019
147,1.989470359,-1.185743602,1.468289107,0.027864796,0.684575944,-0.148506909
148,-1.456792042,1.840196688,-3.581805039,0.130356001,1.268021352,-2.089773691
149,-0.595226442,-0.947748299,0.978739165,-0.894556045,0.29561234,2.162524975
150,-1.595257942,-2.069726159,0.618018154,-1.099538454,1.462503154,2.532290077
151,-0.318294641,-0.845750311,0.437657649,0.489075217,1.073539549,0.036375642
152,0.712507059,-0.403759033,-0.180721226,1.821460876,-0.287833068,-0.51827201
153,1.050979259,0.140230233,0.179999784,2.128934489,0.101130537,-0.33338946
154,0.512500759,-1.185743602,1.056036524,0.591566421,1.268021352,0.591023294
155,0.527885859,-1.049746286,1.416757534,-0.023380806,-0.093351265,-0.33338946
156,0.774047459,-0.267761716,-0.438379091,1.872706478,0.101130537,-0.33338946
157,-2.041425842,0.276227549,-2.370813076,-1.150784056,-0.676796672,-0.148506909
158,0.035562659,0.038232246,-0.876397461,0.950285637,0.490094142,0.406140743
159,0.358649759,-0.097765071,0.28306293,0.027864796,0.684575944,0.313699468
160,-0.672151942,-1.457738235,0.514955008,0.540320819,0.101130537,0.128816917
161,-1.072164542,0.038232246,-0.541442237,-0.433345624,0.684575944,0.960788395
162,1.743308759,0.24222822,0.334594503,2.128934489,-0.093351265,-0.888037112
163,1.143289859,-0.267761716,-0.206487013,2.180180092,-0.287833068,0.221258193
164,0.835587859,-0.573755678,0.798378659,1.360250455,-0.287833068,0.036375642
165,1.327911059,0.412224866,0.643783941,1.770215274,0.101130537,-0.056065634
166,-0.472145642,-2.307721463,1.107568097,-0.535836829,2.240430364,1.885201149
167,-0.533686042,-2.103725488,0.901441805,-0.382100022,1.656984957,-0.148506909
168,0.835587859,-1.185743602,1.339460175,0.284092808,0.684575944,-1.72000859
169,0.143258359,-1.763732197,1.210631243,0.232847205,0.101130537,0.683464569
170,0.866358059,0.956214131,-1.108289539,1.309004853,-0.676796672,0.128816917
171,0.820202759,-0.335760375,0.978739165,0.950285637,-0.287833068,-1.072919662
172,-1.072164542,-2.715713412,0.231531357,-0.125872011,0.879057747,1.053229671
173,0.927898459,0.038232246,0.489189222,1.052776842,-0.871278475,-1.350243489
174,0.066332859,-0.199763058,-0.026126507,0.540320819,0.29561234,-0.795595836
175,0.543270959,0.480223524,0.669549727,0.232847205,0.29561234,-0.980478387
176,0.374034859,0.140230233,0.566486581,-0.177117613,0.879057747,-0.888037112
177,-0.656766842,-1.423738906,0.978739165,-0.33085442,0.879057747,0.313699468
178,-1.872189742,-1.355740248,-1.649371055,-0.79206484,0.879057747,0.406140743
179,-0.441375442,-0.607755007,0.592252368,-1.150784056,1.073539549,0.221258193
180,-0.718307242,-0.063765742,-0.438379091,0.181601603,-0.093351265,-0.148506909
181,-0.826002942,1.126210777,-0.876397461,-0.535836829,1.268021352,-0.51827201
182,1.112519659,1.39820541,-0.876397461,2.128934489,-1.26024208,-0.703154561
183,-0.010592641,-0.301761045,1.545586467,-1.765731283,1.073539549,-0.610713286
184,-0.733692342,-1.457738235,1.648649613,-2.636906522,2.045948561,0.683464569
185,0.681736859,0.208228891,1.545586467,-0.382100022,1.656984957,-0.980478387
186,-2.056810942,-1.423738906,-0.258018586,-1.099538454,0.684575944,1.977642424
187,-0.841388042,-1.66173421,0.849910232,-1.150784056,1.268021352,1.422994772
188,-0.179828741,-0.267761716,0.025405065,-0.33085442,1.656984957,-0.980478387
189,0.620196459,0.514222853,0.437657649,0.899040035,-0.871278475,-0.888037112
190,1.851004459,0.378225537,0.411891862,2.180180092,0.29561234,-0.888037112
191,2.297172359,0.497223189,0.553603688,2.718258916,-1.26024208,-0.425830735
192,-0.625996642,-0.029766413,-0.979460607,0.591566421,1.656984957,-1.442684764
193,-1.718338742,-0.437758362,-0.927929034,-1.816976886,0.684575944,1.977642424
194,1.435606759,-0.233762387,0.179999784,2.538899308,0.101130537,0.036375642
195,1.697153459,-0.675753666,1.030270738,1.872706478,1.462503154,-1.350243489
196,1.143289859,-0.777751653,1.107568097,1.309004853,1.073539549,-0.33338946
197,0.312494459,0.106230904,-0.026126507,0.847794433,-0.287833068,-0.795595836
198,-1.333711242,-0.607755007,-1.082523752,0.232847205,-0.48231487,1.607877323
199,0.220183859,0.786217486,-0.721802742,1.513987262,-0.48231487,0.775905845
200,0.204798759,0.854216144,0.28306293,-0.484591227,0.490094142,0.313699468
201,-0.395220141,0.140230233,0.411891862,-0.79206484,-1.065760277,1.145670946
202,0.435575259,0.548222182,0.463423435,-0.125872011,0.101130537,0.498582019
203,-1.041394342,0.344226208,0.308828717,-1.714485681,0.684575944,1.700318598
204,0.112488159,-0.029766413,1.133333883,0.027864796,0.101130537,-0.148506909
205,-1.241400642,-0.675753666,-0.283784372,-1.560748874,0.879057747,1.053229671
206,1.497147159,0.038232246,0.128468211,2.948864126,-0.093351265,-0.703154561
207,-0.795232742,-0.1317644,-0.258018586,-0.33085442,0.29561234,-0.240948184
208,-0.318294641,-1.593735552,0.927207592,-0.279608817,-0.093351265,0.683464569
209,-0.041362841,0.24222822,-0.412613304,0.284092808,0.29561234,-0.795595836
210,1.450991859,-0.097765071,0.7210813,1.513987262,0.879057747,-0.888037112
211,-1.749108942,-1.899729514,0.102702425,-1.868222488,0.101130537,2.254966251
212,-0.872158242,-0.981747628,0.257297144,-0.587082431,-0.676796672,1.607877323
213,-0.702922142,0.310226878,-0.464144877,-0.074626408,0.684575944,1.422994772
214,-0.902928442,-2.681714083,0.849910232,-0.433345624,0.684575944,0.313699468
215,-0.733692342,-0.539756349,0.592252368,-0.382100022,-0.093351265,0.313699468
216,-1.564487742,-0.845750311,0.154233998,-1.611994477,0.684575944,0.406140743
217,-0.518300942,-0.947748299,0.489189222,-0.074626408,-0.093351265,-0.425830735
218,-0.625996642,-1.015746957,0.386126076,-0.023380806,0.29561234,0.775905845
219,-0.118288341,-0.539756349,-0.386847518,0.899040035,-0.676796672,1.053229671
220,-0.625996642,-0.199763058,-0.386847518,0.284092808,0.101130537,-0.703154561
221,0.527885859,0.480223524,0.695315513,0.386584012,-1.26024208,0.406140743
222,1.681768359,-0.743752324,1.829010118,0.950285637,-1.065760277,-1.350243489
223,0.035562659,0.174229562,0.360360289,-0.484591227,0.490094142,0.86834712
224,-0.364449941,-0.87974964,0.592252368,-0.587082431,0.490094142,0.86834712
225,0.450960359,1.160210106,0.386126076,0.079110399,1.268021352,-0.425830735
226,0.266339159,0.888215473,0.334594503,-0.177117613,1.462503154,0.86834712
227,-1.964500342,-2.749712741,-0.258018586,-1.91946809,1.851466759,1.515436048
228,0.835587859,1.126210777,0.927207592,-0.433345624,1.656984957,-1.442684764
229,-1.195245342,-2.613715425,1.004504951,-1.150784056,0.490094142,1.238112222
230,-0.887543342,-3.225703349,1.133333883,-1.355766465,1.268021352,1.515436048
231,0.174028559,-1.049746286,1.262162816,-0.894556045,0.29561234,1.145670946
232,1.327911059,-0.709752995,0.875676019,1.411496058,1.268021352,-1.350243489
233,2.035625659,-0.165763729,1.339460175,1.257759251,-0.287833068,-2.274656242
234,0.974053759,0.106230904,-0.309550159,1.718969671,-0.676796672,-0.610713286
235,0.097103059,0.480223524,0.205765571,0.642812024,-0.287833068,-0.980478387
236,-0.902928442,-0.029766413,-0.567208023,-0.177117613,0.490094142,-0.33338946
237,2.112551159,0.548222182,1.932073264,0.437829614,0.29561234,-1.257802213
238,0.127873259,1.058212119,0.076936638,-0.433345624,1.462503154,1.515436048
239,0.374034859,1.160210106,0.025405065,0.181601603,-0.676796672,-1.535126039
240,-0.979853942,1.126210777,-2.164686784,-0.484591227,-0.871278475,0.313699468
241,0.666351759,1.330206752,1.59711804,-0.997047249,0.879057747,-1.627567315
242,-0.595226442,-0.097765071,0.179999784,-0.638328033,1.656984957,-0.888037112
243,0.158643459,-0.165763729,0.308828717,0.232847205,-0.093351265,-0.980478387
244,0.081717959,0.310226878,-0.386847518,0.130356001,0.684575944,-0.795595836
245,0.174028559,0.854216144,0.489189222,-0.382100022,1.073539549,-0.240948184
246,-1.302941042,-2.511717437,-0.489910664,-0.125872011,1.073539549,1.330553497
247,-1.979885442,0.752218157,-2.911894591,-1.355766465,-0.093351265,1.145670946
248,-0.779847642,-0.233762387,-0.412613304,0.181601603,-0.48231487,-0.33338946
249,0.943283559,1.126210777,-0.644505383,1.975197683,-1.26024208,-0.056065634
250,-0.672151942,0.174229562,-1.443244763,0.899040035,-1.065760277,0.86834712
251,-0.764462542,0.310226878,-1.469010549,0.540320819,-0.48231487,-0.425830735
252,-0.287524441,-2.647714754,1.08180231,-1.048292852,1.073539549,-0.888037112
253,0.127873259,-0.947748299,0.824144446,0.284092808,0.101130537,0.406140743
254,0.250954059,-0.233762387,0.618018154,0.079110399,0.490094142,-0.610713286
255,-0.702922142,-0.845750311,-0.000360721,-0.382100022,1.268021352,0.960788395
256,0.066332859,0.004232916,-0.129189653,0.745303228,0.101130537,-0.425830735
257,-0.010592641,-1.219742931,0.411891862,-0.33085442,-0.48231487,0.591023294
258,0.558656059,-0.369759704,0.540720795,1.309004853,-0.093351265,0.86834712
259,0.774047459,-0.097765071,-0.541442237,1.872706478,-1.454723882,0.221258193
260,0.081717959,-1.967728172,0.231531357,1.411496058,1.656984957,1.238112222
261,-0.349064841,-0.811750982,0.28306293,0.027864796,1.462503154,1.145670946
262,-1.318326142,-1.083745615,-0.258018586,-1.355766465,0.684575944,0.313699468
263,-1.133704942,-1.083745615,-0.361081731,-1.304520863,1.073539549,2.0700837
264,0.650966659,-1.389739577,0.798378659,1.206513649,0.101130537,1.422994772
265,0.158643459,-0.165763729,-0.180721226,1.052776842,0.684575944,-0.240948184
266,0.943283559,0.548222182,0.179999784,1.411496058,-0.287833068,0.313699468
267,0.604811359,0.310226878,0.051170852,0.745303228,-0.093351265,-0.795595836
268,1.420221659,-0.403759033,1.468289107,0.642812024,-0.093351265,-1.904891141
269,0.297109359,0.276227549,0.154233998,0.745303228,-1.065760277,1.238112222
270,-0.118288341,0.276227549,-0.850631674,-0.074626408,-0.093351265,0.775905845
271,1.681768359,0.990213461,-0.309550159,2.180180092,1.073539549,-1.257802213
272,1.266370659,-0.063765742,1.442523321,0.745303228,0.101130537,-0.610713286
273,-1.749108942,-0.097765071,-2.061623638,-0.33085442,0.101130537,1.422994772
274,-1.472177142,0.548222182,-2.19045257,-0.228363215,0.879057747,1.053229671
275,0.127873259,-0.641754337,0.360360289,0.79654883,0.29561234,0.775905845
276,-1.102934742,0.684219499,-1.958560492,-0.125872011,0.684575944,0.406140743
277,0.097103059,0.990213461,-0.850631674,0.694057626,-1.065760277,-1.627567315
278,0.066332859,-0.335760375,-0.747568528,1.257759251,0.29561234,0.221258193
279,-1.056779442,-1.28774159,-0.000360721,-0.484591227,0.879057747,1.330553497
280,0.189413659,-1.763732197,1.287928602,-0.023380806,1.656984957,0.036375642
281,0.727892159,0.65022017,-0.799100101,1.513987262,2.240430364,-1.72000859
282,-0.133673441,0.480223524,0.128468211,-0.177117613,-0.48231487,0.960788395
283,0.420190159,0.820216815,0.360360289,0.694057626,-0.676796672,0.775905845
284,0.174028559,-0.063765742,0.772612873,-0.433345624,-0.093351265,0.128816917
285,0.435575259,-0.471757691,0.978739165,-0.279608817,0.684575944,0.591023294
286,0.543270959,0.208228891,-0.438379091,0.694057626,-0.093351265,0.591023294
287,-0.625996642,-1.117744944,0.514955008,-0.279608817,0.879057747,0.683464569
288,1.112519659,0.888215473,0.28306293,0.950285637,-0.093351265,-0.33338946
289,0.358649759,-0.097765071,0.772612873,0.130356001,-0.093351265,0.498582019
290,-1.549102642,-1.899729514,0.154233998,-1.663240079,1.656984957,1.330553497
291,-1.795264242,-0.369759704,-0.721802742,-1.048292852,1.656984957,-0.51827201
292,-1.379866542,-2.273722134,0.051170852,-0.177117613,2.045948561,0.036375642
293,-1.733723842,-2.443718779,-0.129189653,-0.740819238,1.073539549,1.700318598
294,0.081717959,-0.50575702,-0.59297381,1.155268046,-0.287833068,0.221258193
295,-0.210598941,-0.165763729,-0.232252799,-0.125872011,0.684575944,0.683464569
296,-1.426021842,0.276227549,-1.417478976,-0.740819238,-0.48231487,-0.888037112
297,-0.656766842,-1.899729514,0.875676019,-0.279608817,1.268021352,0.591023294
298,0.497115659,-1.049746286,0.875676019,0.642812024,0.29561234,-0.425830735
299,-0.395220141,-0.675753666,0.334594503,-0.177117613,0.490094142,0.221258193
300,-0.641381742,-0.301761045,0.669549727,-1.45825767,0.684575944,0.313699468
301,-0.395220141,0.752218157,-0.567208023,-0.382100022,1.073539549,0.775905845
302,-1.379866542,0.378225537,-1.03099218,-0.79206484,1.462503154,-0.703154561
303,-1.364481442,0.106230904,-0.721802742,-1.611994477,0.490094142,1.792759874
304,-1.364481442,0.61622084,-1.082523752,-0.689573636,0.879057747,1.053229671
305,-0.672151942,-1.865730184,0.643783941,-0.843310442,-0.48231487,1.700318598
306,-0.826002942,-1.729732868,0.411891862,-1.099538454,0.684575944,-0.425830735
307,1.158674959,-0.1317644,1.700181186,-0.177117613,-0.093351265,-0.51827201
308,0.020177559,0.24222822,0.824144446,-0.382100022,0.684575944,0.036375642
309,-1.256785742,-1.525736893,0.205765571,-1.407012067,1.268021352,1.238112222
310,0.358649759,-0.301761045,1.210631243,-0.279608817,-0.48231487,0.498582019
311,0.097103059,-0.641754337,1.262162816,-0.33085442,0.101130537,-0.33338946
312,0.374034859,0.310226878,0.179999784,-0.382100022,-0.676796672,-1.165360938
313,-0.733692342,-0.097765071,0.386126076,-0.945801647,0.490094142,0.128816917
314,0.035562659,-0.777751653,1.056036524,0.284092808,0.29561234,-0.148506909
315,-0.518300942,-2.103725488,1.59711804,-0.638328033,-0.093351265,0.313699468
316,0.666351759,-0.777751653,1.15909967,-0.33085442,0.684575944,1.515436048
317,0.066332859,-0.437758362,0.901441805,-0.535836829,0.101130537,-0.33338946
318,0.066332859,-0.199763058,0.618018154,0.130356001,0.490094142,-0.33338946
319,-0.656766842,-0.607755007,-0.258018586,-0.177117613,0.101130537,0.775905845
320,1.697153459,-2.579716096,-0.438379091,0.386584012,0.879057747,2.162524975
321,1.450991859,0.106230904,-0.206487013,2.333916899,-0.48231487,-0.703154561
322,1.050979259,-0.573755678,-0.129189653,1.92395208,0.101130537,-0.51827201
323,0.512500759,-0.097765071,-0.283784372,1.718969671,0.29561234,-0.610713286
324,0.527885859,0.344226208,-0.000360721,0.386584012,0.29561234,-0.610713286
325,-0.949083742,-2.511717437,1.12045099,-0.945801647,0.879057747,1.053229671
326,-1.902959942,0.378225537,-3.118020883,-0.997047249,0.29561234,0.683464569
327,1.050979259,0.582221511,0.514955008,1.411496058,-0.48231487,-0.425830735
328,-0.395220141,-1.083745615,0.205765571,0.079110399,-0.093351265,-0.148506909
329,0.866358059,-0.301761045,1.829010118,0.284092808,-0.287833068,0.498582019
330,-0.687537042,-1.865730184,0.154233998,0.181601603,0.101130537,0.128816917
331,0.343264659,-0.233762387,0.875676019,0.33533841,0.101130537,-0.056065634
332,1.081749459,-2.579716096,2.473154779,-0.125872011,2.045948561,-1.997332416
333,-0.533686042,-1.117744944,1.056036524,-0.894556045,0.101130537,0.406140743
334,-1.041394342,-0.641754337,-0.541442237,-0.228363215,0.29561234,-0.610713286
335,1.158674959,1.058212119,1.184865456,-0.125872011,0.684575944,-0.980478387
336,-0.795232742,-0.87974964,0.154233998,-0.945801647,-0.287833068,1.330553497
337,-0.979853942,-0.335760375,-0.747568528,-0.79206484,0.684575944,-0.148506909
338,0.312494459,-0.063765742,0.025405065,1.309004853,-0.093351265,0.775905845
339,-1.241400642,0.378225537,-1.649371055,-0.79206484,1.268021352,1.515436048
340,-1.102934742,0.038232246,-1.649371055,-0.023380806,0.490094142,1.145670946
341,-1.456792042,-0.87974964,-1.03099218,-0.740819238,0.101130537,0.775905845
